Source Link,Date  of adding Lead,Business Name,Location,Description of Business Operations,Asking Price,Revenue,Cash Flow or EBITDA,FF&E value,Real Estate information (if available),Calculated Profit Margin,Estimated Payback Period,Master Score ,SBA ,,Worker
https://www.bizbuysell.com/Business-Opportunity/inactive-2-year-old-mc-trucking-number/2303173/,,Inactive 2-Year-Old MC Trucking Number,"Ector County, TX","Take a low risk swing at the growing trucking industry!

Existing MSA's and Inactive MC number. Bring all offers!

The owner is winding down this operation to focus on an adjacent business and would like to find a buyer to carry her legacy forward and be a future customer. The advertised prior year's numbers are no longer being achieved but the business is still operational and seller will show the buyer how to quickly achieve similar results. An excellent opportunity to take a low risk swing at the growing trucking industry.

Inquire for more details and learn how you can buy a business for as little as 10% down on qualified SBA listings or how to use creative financing options to get a deal done! At Transworld Business Advisors, we are the most active business brokerage in the country - listing and selling the most businesses in the state. Get added to our buyer list today to receive notifications as businesses with your criteria hit the market!","$50,000","$1,500,000","$400,000",,,26.67,0.13,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/simple-to-operate-garage-door-business-for-sale/2301245/,,Simple to Operate Garage Door Business for Sale,"Travis County, TX","Turnkey business with steady revenue & consistent demand for service.

This easy to understand, residential garage door business has been serving the community of North Austin for more than 60 years. It has a proven track record of success along with a loyal client base of repeat customers. The business offers steady revenue and a consistent demand for service. This turnkey operation provides a recognizable brand and a rare opportunity for a new owner to step into a profitable business with unlimited growth potential.

Seller Financing Available for a Well-Qualified Buyer.

Inquire for more details and learn how you can buy a business for as little as 20% down on qualified SBA listings or how to use creative financing options to get a deal done! At Transworld Business Advisors, we are the most active business brokerage in the country - listing and selling the most businesses in the state. Get added to our buyer list today to receive notifications as businesses with your criteria hit the market!","$465,000","$608,203","$190,686","$18,000",,31.35,2.44,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/ready-to-work-food-trailer/2299847/,,Ready to work food trailer,"San Antonio, TX","Permits are current in Bexar County Texas

This is a turnkey business. Trailer comes with 36"" griddle, 2 refrigerators, 1 freezer, 3 comp. sink, handwash sink, air conditioner, propane tanks, generator, google listing, and fully functional online menu. Buyer needs to find a location as the current lease has expired. Currently licensed to operate in Bexar County Texas.","$65,000","$30,000","$130,000",,,433.33,0.5,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/established-trucking-company-high-profit-absentee-ownership/2296522/,,"Established Trucking company, high profit, absentee ownership","Jasper County, TX","unbelievable ROI, absentee ownership if you qualify for it

This company was established not too long ago and has been established with great cash flow with little involvement of the owner. Has certified and dependable truck drivers doing the hauling and complete transportation from the pick-up point to the manufacturing site that is put to use.
Great upside. Cash flow over $250K annually with minimum or no involvement from the owner.","$745,000","$615,000","$260,000","$100,000",,42.28,2.87,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/solid-salon-suite-money-maker-for-sale/2247620/,,"Solid Salon suite, Money maker for sale","Plano, TX","Collin County Salon Suite, best Return on your investment. Semi absentee

Established salon suites for over ten years. It is in a great location, with heavy traffic, and many parking spaces. It has a great layout design. It is very popular among all independent contractors, hair stylists, nail techs, and facial artists to glamour all clients. All tenants will vouch for the salon and its name, and it is such a friendly place to work with an excellent ambiance. It is a pleasant place for them to care for their individual clients. Very modern salon suites that make great money and have the financial reports to back it up.","$749,000","$550,000","$165,000","$100,000",,30,4.54,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/refrigerated-trucking-company-central-texas-3-years-old/2131489/,,Refrigerated Trucking Company Central Texas 3 years old,"Cedar Park, TX","Has room for growth runs Texas and Oklahoma on profitable routes

Trucking Company that's in good standing with the FMCSA. Has direct customer and also is listed with over 300 brokers. Company has 2 semi-trucks and 3- 53ft reefer trailers all well maintained. Low Insurance cost. Reliable Routes only travels in Texas and Oklahoma, has option to go to all states. Feel free to call with any questions.","$490,000","$784,000","$280,000","$10,000",,35.71,1.75,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/residential-and-commercial-pool-design-and-construction-company/2313161/,,Residential & Commercial Pool Design & Construction Company,"Midland, TX","Residential & Commercial Pool Design & Construction Company

A standout feature of this business is the owner's willingness to stay on as a full-time employee after the free 2-month transition period, offering to handle all pool design and sales on a commission basis. This owner-financeable purchase represents a low-risk investment with strong growth potential, supported by the owner’s continued involvement in the aspects he most enjoys—design and sales. For additional information, please contact Browning Williams at browning.williams@fcbb.com or (713) 805-2800.","$1,182,872","$1,971,454","$394,290","$150,000",,20,3,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/green-hvac-contractor-attic-insulation-and-home-repair-in-houston/2302620/,,"Green HVAC Contractor, Attic Insulation, and Home Repair in Houston","Harris County, TX","HVAC, Attic Insulation, and Home Repair

This company is a comprehensive service provider in Texas, originally launched as an AC contractor 22 years ago in Houston. They have expanded to over 10 independent technicians across the state, including licensed project managers, HVAC specialists, electricians, and more, focusing on green energy solutions for residential and commercial properties. Their services include air duct cleaning, HVAC repair, insulation, and even home renovation projects like kitchen upgrades. This company is known for its rigorous technician screening, ensuring high-quality service, a 98% first-time repair success rate, and unique practices like providing service videos for customer review. The company serves Harris, Magnolia, and Galveston counties and boasts veteran-staffed teams, competitive pricing, and flexible financing options. The current owner has made major improvements on the website, streamlined operations over the four years of running the company. Annualized 2024 sales are trending over $2.5M in gross revenue with an estimated SDE of $350K respectively.","$498,789","$1,685,286","$566,058",,,33.59,0.88,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/sports-equipment-sales-and-rental-company-in-dfw-for-50-years/2301566/,,Sports Equipment Sales and Rental Company in DFW for 50 Years,"Tarrant County, TX","Sports Equipment Sales and Rental Company in DFW for 50 Years

With over 50 years of experience, this company has a long-term reputation and a well-established customer base for quality pre-owned sports equipment rental and sales. It requires minimal owner involvement and employee headcount to generate over $1M in revenue and $464K+ in discretionary earnings in 2024. It can continue running as a lifestyle business or expand with a well-capitalized strategic buyer. The owner will consider staying on for the right buyer with a growth mindset.
At one time, this company generated more than $25M in revenue with three locations. Their name and reputation alone will help rebuild strategic partnerships with high barrier-to-entry clients at major golf courses and other major league sports teams nationwide.
The company serves multiple sectors, including golf courses, baseball, football, and soccer fields, by providing various equipment solutions in this market segment. It has multiple and predictable streams of income, including long-term rental contracts, equipment and parts sales, and in-house third-party financing.
Nationwide distribution emphasizing cost savings on certified pre-owned equipment sales and rental with competitive financing attracts a broad customer base and enhances market reach, increasing potential revenue opportunities. This company's commitment to reliable customer support and service sets it apart, fostering customer loyalty and repeat business.","$1,812,500","$1,178,069
","$464,980","$128,375",,39.47,3.9,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/green-energy-contractor-servicing-multiple-cities-in-tx/2292214/,,Green Energy Contractor Servicing Multiple Cities in TX,"Dallas County, TX","Green Energy Contractor Servicing Multiple Cities in TX

Established in Texas, family-owned and operated since 2015, with electrical expertise since 2005, this company specializes in electrification and provides services to both commercial and residential properties. 42% increase in revenue from 2022 to 2023 and trending 21% growth from 2023 to 2024 respectively. They are the leading installer of SPAN® Smart Electrical Panels in Texas for residential homes and energy-efficient systems like EV chargers, energy storage, and solar-ready. Energy Efficient Home Improvement Credit offers significant savings for various electrification upgrades. According to Accurate Franchising, this company is a franchise waiting to happen with brand name awareness, high margins, and unlimited growth potential across the United States.","$1,688,789","$1,433,522","$511,201","$73,800
",,35.66,3.3,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/sba-pre-qualified-guitar-parts-ecommerce-store/2291125/,,SBA Pre-Qualified – Guitar Parts eCommerce Store,"Austin, TX","Projected 2024 Profit Exceeding $250,000 – And Climbing!

This well-established, 5-year-old niche eCommerce business specializes in high-quality parts, accessories, and more for electric bass guitars. It boasts a recognized brand in the industry and offers over 1,250 products, operating with exceptional efficiency in product ordering, order fulfillment, and customer service. All orders are fulfilled internally, without any employees. Inventory only takes up approximately 150 square feet!

Currently, 70% of sales come through the website, while 30% are via marketplaces. The average order size is $195. There are numerous growth opportunities, such as expanding product offerings through existing and new vendors, entering new marketplaces like Amazon and eBay, and enhancing marketing efforts through social media or paid campaigns.

The business is location-independent and can be operated from anywhere. It provides a complete turnkey solution for new owners, with strong transitional support available based on the buyer’s needs. The current owners are selling to pursue other business interests....","$885,000","$731,951
","$223,237",,,30.5,3.96,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/concrete-contractor-specialized-in-foundation-and-slab-projects/2283933/,,Concrete Contractor Specialized in Foundation and Slab Projects,Texas,"Concrete Contractor Specialized in Foundation and Slab Projects

Established in 1993, This concrete company is a premier concrete contractor serving East Texas. With over three decades of expertise, they specialize in designing and constructing high-quality custom concrete structures for residential and commercial clients. Their commitment to craftsmanship, attention to detail, and affordable pricing for any size project, from intricate home improvements to large-scale corporate developments. They construct driveways, patios, sidewalks, foundations, retaining walls, and more. Consistent growth with over $1M in gross sales since 2021. Access to dedicated contract labor for any project of any size. This business was built on word-of-mouth advertising, referrals and repeat business. Includes Skid Steer, mini excavator, trailers, and all other equipment needed for concrete work.","$1,539,000","$1,008,961","$404,655","$104,650",,40.11,3.8,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/high-profit-low-rent-beautiful-restaurant/2229898/,,"High Profit, Low rent! Beautiful Restaurant!","Tom Green County, TX","Prime Location. High Volume, High Profit. Must Sell Now. Make an offer Now!

Restaurant Brokers® Exclusive Listing Ref#3422

Beautiful Free-Standing Restaurant!
Airforce base, University, Museum, Parks nearby.
May purchase Restaurant business for $375,000 only.
And Real Estate 6,000 SF free standing building for $1,350,000

For more information, please use bizbuysell ""CONTACT FORM"".","$375,000","$922,816","$227,419","$400,000",,24.64,1.65,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/catering-business-and-prepared-meals-with-add-on-ghost-kitchen/2206858/,,Catering Business and Prepared Meals with Add On Ghost Kitchen,"Tarrant County, TX","Catering Business and Prepared Meals with Add On Ghost Kitchen

Company founded in 2002, operating in the Dallas/Fort Worth area. Services include personalized chef services, catering for events, and in-flight catering. Specializes in crafting personalized meals tailored to accommodate various dietary needs and preferences. Offers catering services for a variety of events, using whole foods and seasonal ingredients sourced from local farmer’s markets. In-flight catering service provides guests with meals customized to their preferences, packaged and delivered to designated airports for convenience. Emphasizes the use of high-quality, fresh ingredients without preservatives or additives. Recognized for excellence, receiving numerous awards in DFW. Their team of chefs are skilled artisans, ensuring each dish is both delicious and visually appealing.
Opportunities for growth into the ghost kitchen phenomenon. This is the fastest growing segment in the food industry with sales expected to reach $1Trillion by 2030. Ghost kitchen’s offer lower operating cost, high volume delivery and multiple menu options to reach a larger segment of the population. There are currently two ghost kitchen renters with one year contracts, paying $3,500 per month in total to use the space. It covers the rent expense for the catering company and does not interfere with daily operations.","$421,634","$1,064,791","$160,929","$38,793",,15.11,2.62,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/paint-and-body-shop-for-big-rigs-with-real-estate-in-dfw/2199358/,,Paint and Body Shop for Big Rigs with Real Estate in DFW,"Dallas County, TX","Paint and Body Shop for Big Rigs with Real Estate in DFW

This paint and body shop is well known as the Big Rig and automotive body shop located in Dallas County, Texas, renowned for its commitment to delivering exceptional paint and bodywork services tailored to a diverse array of fleet trucks, semi’s, buses and more, reflecting their dedication to preserving both the aesthetic allure and structural integrity of your valued vehicles. Conveniently situated in a high visibility area off a major thoroughfare, their 13,000 sq/ft facility with four high clearance bays offers seamless accessibility to address any size vehicle and truck requirements. Two separate paint booths to accommodate Big trucks and smaller cars. This company has a dealer's license to sell big trucks and other vehicles with a separate website. Real Estate is available for sale with the business all in for $4,505,972. This property has been approved, and permitted, to expand. Whether your fleet demands a meticulous paint job to enhance its visual appeal or your individual vehicle requires precise attention to resolve specific body-related issues, they take immense pride in upholding our commitment to providing unparalleled quality service.","$2,034,000","$2,021,040","$750,489","$346,455","$1,750,000
",37.13,2.71,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/revolutionize-your-space-with-premium-glass-installations/2312008/,,Revolutionize Your Space with Premium Glass Installations,"Austin, TX","Revolutionize Your Space with Premium Glass Installations

Profitable glass installation business for sale, offering a unique opportunity for a new owner to step into a thriving operation. The business has built a strong reputation for delivering high-quality glass solutions across residential, commercial, and industrial markets. With exclusive agreements in place with premium suppliers, the business benefits from access to top-tier glass and related products at competitive prices, giving it a strong edge over competitors.
A key feature of the business is its cutting-edge technology, including a state-of-the-art 3D visualizer tool that allows customers to see how different glass designs will look in their space. This interactive experience not only enhances customer satisfaction but also helps increase sales conversions by simplifying the decision-making process. Additionally, the business offers innovative smart glass technology, which can fog or frost on demand for privacy. This modern solution is particularly popular in high-end residential and commercial settings, offering both privacy control and energy efficiency.
This turnkey business is poised for continued success. All equipment, inventory, and established vendor relationships are included, making it a seamless transition for a new owner to step in and grow the business further.","$499,500","$2,669,003","$453,731",,,17,1.1,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/revolutionize-your-space-with-premium-glass-installations/2312006/,,Revolutionize Your Space with Premium Glass Installations,"Houston, TX","Revolutionize Your Space with Premium Glass Installations

Profitable glass installation business for sale, offering a unique opportunity for a new owner to step into a thriving operation. The business has built a strong reputation for delivering high-quality glass solutions across residential, commercial, and industrial markets. With exclusive agreements in place with premium suppliers, the business benefits from access to top-tier glass and related products at competitive prices, giving it a strong edge over competitors.
A key feature of the business is its cutting-edge technology, including a state-of-the-art 3D visualizer tool that allows customers to see how different glass designs will look in their space. This interactive experience not only enhances customer satisfaction but also helps increase sales conversions by simplifying the decision-making process. Additionally, the business offers innovative smart glass technology, which can fog or frost on demand for privacy. This modern solution is particularly popular in high-end residential and commercial settings, offering both privacy control and energy efficiency.
This turnkey business is poised for continued success. All equipment, inventory, and established vendor relationships are included, making it a seamless transition for a new owner to step in and grow the business further.","$495,500","$2,652,003","$450,841",,,17,1.1,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/detox-and-body-sculpting-center-established-for-5-years/2312675/,,"Detox and body sculpting center, established for 5 years","San Antonio, TX","Focusing on lymphatic and digestive body sculpting, repeat customer base

We are a well known personal wellness service that focuses on lymphatic and digestive body sculpting. Our service has replaced the normal feel-good massage and has created a movement in the wellness industry. We are the leaders in lymphatic drainage services, focusing on influencer marketing to drive revenue. We do not normally employ massage therapists as this is not a massage treatment. Treatments are typically performed by a licensed esthetician.

Our technique is a unique blend of body work that heals your body from the inside out. We are focused and dedicated to lymphatic health. Our proprietary, expert techniques work directly with your lymphatic and digestive system to detoxify the body and mind. We deliver quantifiable, proven treatments that can help with water retention, remove excess toxins, manage bloating, and sculpt the body, all in an upscale spa environment designed for client comfort.

Highlights:
-No medical requirements
-Proprietary techniques
-Additional revenue streams beyond treatments with an established and in-demand product line
-Done-for-you social media and marketing campaigns
-Not a typical massage - technique provides a full body work service that not only feels good but has health advantages and aesthetic results
-Full lymphatic-based product line with over 50 SKUs to drive a goal of 7-10% retail product sales revenue
-High ticket service price collected at the time of making the appointment, leading to few cancellations
-Strong rate of retention","$300,000","$1,105,524","$330,034",,,29.85,0.91,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/highly-profitable-hookah-lounge-for-sale-in-houston-tx/2312521/,,"Highly Profitable Hookah Lounge for Sale in Houston, TX","Houston, TX","Hookah Lounge Hookah Bar Business for Sale in West Houston (Harris CO)

***Note: To maintain confidentiality, all prospective buyers must sign a Non-Disclosure Agreement (NDA) and provide proof of funds before detailed information about the business or viewings can be shared.***

Step into ownership of a highly profitable and well-established hookah lounge for sale in Houston, TX. This Hookah bar for sale in Houston is located in the bustling heart of West Houston. With over 10 years of proven success, this lounge is renowned for its exceptional hookahs, vibrant atmosphere, and stellar customer service. This business boasts a loyal customer base and a steady income, with gross earnings exceeding $500,000 annually year over year.

This Hookah business for sale in Houston also boasts a full kitchen, serving its guests with food, and hot/ cold drink items as well. The new owner can add to the already profitable menu other creative food and drink items.

Turnkey Operation
All naming rights, social media accounts, Google My Business profile, and equipment are included in the sale. The current owner, who is pursuing other business ventures, is willing to provide two weeks of training or more as needed to ensure a seamless transition.

Customer Demographics
The lounge attracts a dynamic and vibrant crowd, including young professionals and nightlife enthusiasts who appreciate the premium experience it offers.","$425,000","$530,000","$220,000","$75,000",,41.51,1.93,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/allstate-agency-in-west-texas-south-of-lubbock/2312440/,,"Allstate Agency in West Texas, South of Lubbock!","Ector County, TX","Great opportunity for a two location agency in West Texas just South of Lubbock!

This is an amazing opportunity to purchase an Emerging agency that is trending Pro for 2025. This agency includes 4,657 Policies in Force, $14,700,291 in Allstate Written Premium, Retention ratio of 83.27%, Auto loss of 38.53%, 79.8% PBR, VC of 100, Multi-Category of 58%, and a large life and annuity book. The agency has very well trained and seasoned employees who are ready to take this agency to the next level. The owner is ready to retire and may provide a seller's note with an acceptable offer.","$2,990,000","$1,410,247","$509,247",,,36.11,5.87,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/local-restaurant-for-sale-in-tx/2312420/,,Local Restaurant for Sale in TX,"Harris County, TX","Local Restaurant for Sale in TX

LISTING ID # 34485

Restaurant with elegant banquet hall and piano bar in a high end middle class neighborhood, busy corner. It has 175 seating capacity including patio seating. Serving American-Italian dishes with specialized chefs. Extensive marketing & online presence. Well equipped kitchen. Delicious dishes; 4 nights a weekly music, performers, significant recovery since Covid. Upscale dining, corporate functions and other celebrations/events. Opportunity to grow revenue per sqft. Evidence of repeat customers. Few personal items such as pictures are not included in the sale. For more info on this listing please contact the listing broker.","$650,000","$769,000","$177,000","$119,000",,23.02,3.67,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/exceptional-railroad-construction-and-maintenance-company/2311874/,,Exceptional Railroad Construction and Maintenance Company,"Harris County, TX","Railroad Maianatenance, Construction, and more-Solid Company

For over 47 years, this rail maintenance and construction business has been a trusted partner in the rail industry, providing quality service to their varied customer base.

With a proven track record of delivering safe, quality work with industry leading precision. This company has built strong relationships with their partners in building and maintaining major railroads across the nation. Their maintenance program includes but is not limited to:

Surveys
Work estimates
Written reports
Planning
Budget projections

Their experienced team specializes in a wide range of services, including; track repair and maintenance and rehabilitation, signal and communication upgrades, and more while following the AREMA Standards of their clients. They adhere to the highest industry standards, ensuring the safe and efficient operation of rail infrastructure.","$3,500,000","$2,052,580","$487,674","$926,000",,23.76,7.18,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/sales-and-service-of-outdoor-lawn-care-equipment/2306402/,,Sales & Service of Outdoor Lawn Care Equipment,Texas,"Strong Service, Strong Product Line, Strong Co.

Established since 1997, this lawn care equipment sales and service company serves both commercial and residential customers within their geographic region in SE Texas. The store specializes in the sale of a variety of commercial & residential mowers, chain saws, trimmers, and blowers. Brand names include Honda, Briggs-Stratton, Farris and Stihl products. They also have a fully staffed service department that can provide full maintenance and parts for most all equipment brands. Their commercial customers include City of Harlingen, Harlingen ISD, Donna ISD, Raymondville ISD and numerous independent lawncare companies. The business is the only Ferris dealer in the Rio Grande Valley. Due to the owner’s health and age, he is seeking to retire. The business is fully staffed for new ownership and the seller is available for a negotiated length of time to ensure a smooth transition to the new owner.

Refer to File #73696RG.  Please respond with your name, email/mailing address and telephone no. so we may send a confidentiality agreement.  Photo:  Lawnmower, Photographer: Daniel Watson, Unsplash",,"$2,765,170","$362,514","$86,602",,13.11,0,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/established-commercial-and-retail-remodel-contractor/2304791/,,Established Commercial & Retail Remodel Contractor,Texas,"Highly Reputable with Strong Return Customer Base

30 years developing their reputation as a high-quality contractor who meets mission critical deadlines has enabled the Company to harvest an extensive customer base of national shelving manufacturers such as Lozier and Matex, as well as direct relationships with retailers such as HEB, Home Depot, Burlington and more. This broad customer base engages the Company for large-scale installations and resets as well as urgent repair needs. The company also provides full-service construction management for new commercial construction and extensive remodels.

Refer to File #73179CEH. Please respond with your name, email/mailing address and telephone/fax no. (s) so we may send a confidentiality agreement.  Photo: Day 7 of construction  Photographer: Dept of Energy Solar  Licenses: Attribution 2.0 Generic",,"$3,388,186","$188,614","$158,146",,5.57,0,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/fabrication-and-industrial-services-provider/2299389/,,Fabrication & Industrial Services Provider,Texas,"Established and Efficient; Strong Major Clients

Two sister companies offering high-end build to print fabrication and industrial maintenance services throughout the United States The companies' fabrication and welding services can be executed in their state-of-the-art north Texas facility or at the customers sites. The stable and trained workforce of 46 employees and 18 contractors deliver services to utilities, data centers, aerospace and the oil & gas industry. The company holds multiple certifications.

Refer to File #73593MM. Please respond with your name, email/mailing address and telephone no. so we may send a confidentiality agreement. Photo: Fabrication/Welding;Photographer: Christopher Burns, Unsplash; License: Attribution 2.0 Generic",,"$8,192,272","$668,225","$73,941",,8.16,0,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/texas-multi-family-general-contractor/2299331/,,Texas Multi-Family General Contractor,"Hays County, TX","Strong Successful Co. with Highly Skilled Employees

A highly reputable and experienced General Contracting Company with nearly 50 years of multi-family contracting experience, headquartered in Austin, Texas. The Company has taken a comprehensive approach to projects in every type of rental housing and construction management and providing clients with construction services to cover all their needs. It focuses on providing general contracting services in multi-family affordable housing. Having now constructed over 30,000 affordable and 20,000 market rate/luxury apartment units, it stands as one of the most experienced and successful multi-family builders in the United States. In addition to offering essential design, development, and construction insights during the bidding process, they also provide services in land planning, development planning, site location and land use consulting for their developer clients, who are mostly repeat customers.

Refer to File #73714MM. Please respond with your name, email/mailing address and telephone no. so we may send a confidentiality agreement. Photo – General Contractor, Photographer – B. Lehman, Unsplash",,"$24,196,974","$588,055","$252,208",,2.43,0,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/central-texas-electrical-and-hvac-company/2295658/,,Central Texas Electrical & HVAC Company,Texas,"Profitable Company with Highly Skilled Techs

With over 23 years of experience and incorporated in 2014, this Central Texas Electrical and HVAC company serves both commercial and residential clients across Bell, Coryell, Williamson, and Travis counties. Their service area spans from Killeen and includes communities such as Copperas Cove, Belton, Temple, Morgan’s Point, and Salado. All technicians are fully trained to handle various equipment brands, and the company recently added generator sales and installation services to its offerings. They hold a strong A+ rating with the Better Business Bureau and currently have more work than their limited staff can manage. This acquisition opportunity includes the business office, real estate, and inventory. The seller is highly motivated and willing to assist in transitioning the business to new owners for a negotiated period of time.

Refer to File #73252RG. Please respond with your name, email/mailing address and telephone no. so we may send a confidentiality agreement. Photo: Laboratorio de la Clínica ProcreaTec Photographer: COM SALUD Agencia Licenses:Attribution 2.0 Generic",,"$1,926,690","$401,415",,,20.83,0,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/growing-roofing-company/2291583/,,Growing Roofing Company,Texas,"Established Company with Great Google Reviews

This Texas roofing company enters 2024 with over $5 million in receivables and more than $2 million in work-in-progress (WIP). A combination of residential and commercial clientele has made the company profitable and able to compensate its employees on a commensurate basis. The company has offices in Texas and New Mexico with its main facility located in Northwest Texas on five acres. The sale includes real estate, office spaces, a sheet metal workshop, and inventory. Offers will only be considered with proof of funds

Refer to File #73551FE. Please respond with your name, email/mailing address and telephone/fax no. (s) so we may send a confidentiality agreement. Photo – Roofing Company, Photographer – Raze Solar, Unsplash",,"$10,436,742","$1,851,004","$2,342,169",,17.74,0,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/residential-and-commercial-electrical-contractor-jefferson-county/2289842/,,Residential and Commercial Electrical Contractor Jefferson County,"Jefferson County, TX","Residential and Commercial Electrical Contractor Jefferson County

This contractor excels in commercial and residential electrical work, offering a wide range of solutions from Retrofit LED conversions, new construction wiring and lighting to data cabling, emergency generator installation, and EV Charging Station Installation. With over 15 years of experience, the company has built strong relationships with developers in Southeast Texas, particularly in the Golden Triangle area. Their expertise in project management for new construction and remodeling, combined with their ability to scale projects and provide quick, competitive bids, has led to consistent growth over many years. The owner remains hands-on and available to clients, ensuring personalized service, while the professional team delivers efficient, high-quality work for both large and small projects. Currently bidding over $10M in work with a high probability of closing $3M in contracts. The owner is open to continuing in a sales capacity to help scale the business in 2025 and beyond. Residential and commercial is a 50/50 split to help minimize economic shifts in both sectors. Retrofit lighting is approximately 30% residential and commercial, new construction 50%, and Service work 20% respectively. Profit margins range from 40% for Retrofit, 25 -30% for New Construction, and 50% for Service.","$1,864,000","$1,857,982
","$557,395",,,30,3.34,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/full-service-auto-repair-in-dfw-for-43-years/2289548/,,Full Service Auto Repair in DFW for 43 Years,Texas,"Highly Profitable and Established Company

This full service auto repair shop has been serving the DFW area since 1981. The friendly and talented team of 10 full time employees have earned a 4.6 rating on Google. Approximately 30% of revenue comes from recurring fleet customers. About 60% of their consumer business features repeat customers. The 8900 sf facility features 7 bays, with lifts, as well a complete body shop with a paint booth. The founder is ready to retire and is looking for a future owner that will build on the brand.

Refer to File #73716CEH. Please respond with your name, email/mailing address and telephone no. so we may send a confidentiality agreement. Photo – Stock photo, No Attribution required.",,"$2,172,207","$743,746","$1,069,245",,34.24,0,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/commercial-plumbing-contractor/2289530/,,Commercial Plumbing Contractor,Texas,"Thriving Company in a Prime Location

The business has grown exponentially in the last 8 years. There are 25 major commercial clients who represent 80% of the business. In 2024 they started a service department which the owner says will add $750, 000 to the revenue in 2024. The owner’s brother-in-law runs the business on a day-to-day basis. The company employs Master Plumbers and their designation as a Master Plumbers business is a significant highlight. This designation includes an endorsement for plumbing gases used in critical environments like hospitals, care centers, emergency rooms, and outpatient facilities. The building is 4000sq.ft. with 2400 sq. ft. of offices.

Refer to File #73675FE. Please respond with your name, email/mailing address and telephone no. so we may send a confidentiality agreement. Photo: Plumbing; Photographer: Pan Xiaozhen, Unsplash NZ Licenses: Attribution 2.0 Generic",,"$3,863,877","$914,592","$244,796",,23.67,0,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/wholesale-broker-of-pre-owned-vehicles/2289470/,,Wholesale Broker of Pre-Owned Vehicles,Texas,"Exceptional Company with Strong Financials

This unique and long established (45 years) wholesale broker of pre-owned vehicles is located in a major NE Texas metroplex. The Company acquires slightly damaged but repairable vehicles (Cars, Trucks, Simi-trucks, trailers, boats, motorcycles, etc.) from a variety of sources and sells them on a nationwide basis. Once acquired the business performs vehicle clean ups / detailing and some minor repairs. To accommodate the ever-growing customer base they maintain a large evolving inventory of vehicles which they sell from their location, off their website and at auctions nationwide. The business is located between 2 auction houses within a short distance from their facility. The business facility is owned personally and is available for lease. The sellers are available for a negotiated period of time to transition the business to new owners.

Refer to File #73082RG. Please respond with your name, email/mailing address and telephone no. so we may send a confidentiality agreement.",,"$15,458,749","$1,797,592","$2,058,617
",,11.63,0,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/family-owned-flooring-and-remodeler-east-texas/2282860/,,Family Owned Flooring and Remodeler-East Texas,Texas,"Established; Respected; Ready to Go

Family owned since 1988 covering most all flooring needs and indoor granite applications. Owners will negotiate a continuing relationship with the new buyer(s) to assure a successful transition. 50% of their business is in luxury vinyl/plank; 17% in solid surface; 30% in carpet & tile; 3% other. Inventory is approximately $100,000 and turns roughly 6x per year. Business is priced at $749, 999 . The Real Estate can be purchased for $1,250,000 or leased for $6,000 per month and is .81 acres with 30,000 sq. ft. under roof with 67% of this in warehouse and 20% in a showroom. Business and Real Estate together are priced at $1,999,999 and seller financing is negotiable.

Refer to File #73706DS. Please respond with your name, email/mailing address and telephone/fax no. (s) so we may send a confidentiality agreement. Photo: Carpet Samples, Public Domain from StockCake","$749,999","$1,632,779","$253,894",,,15.55,2.95,,,,Zeeshan
